Lp.,Nazwa własna,Telefon,Email,Charakter usług,Kategoria obiektu,Rodzaj obiektu,Adres
685,RODAN,618190821,info@hotel-RODAN.pl,stały,***,hotel,"62-035 Skrzynki, POZNAŃSKA 5D"
686,JAN,(18) 262-19-01,hoteljan@o2.pl,stały,***,hotel,"34-460 Szlachtowa, ul. cieśliska 90"
687,SYMFONIA,043 845-35-50,recepcja@hotelsymfonia.pl,stały,***,hotel,"98-320 Osjaków, Częstochowska 53 A"
688,IBIS STYLES BIAŁYSTOK,858772500,H9062@accor.com,stały,***,hotel,"15-444 Białystok, Piłsudskiego 25"
689,MAGURA,33 819-91-99,magura@ orbis.pl,stały,***,hotel,"43-300 Bielsko-Biała, Żywiecka 93"
690,Europejski,0-77/4335314,,stały,***,hotel,"48-300 Skorochów, Skorochów 21 k"
691,AMBER,713150000,recepcja@hotelamber.pl,stały,***,hotel,"56-400 Cieśle,"
692,HOTEL LWÓW,817455709,lwow@lwow.lublin.pl,stały,***,hotel,"20-301 Lublin, Bronowicka 2"
693,OSTOJA,(18)351-41-69,kontakt@zajazdostoja.pl,stały,***,hotel,"38-350 Bobowa, ul. Grunwaldzka 53"
694,Q HOTEL KRAKÓW,12 333-41-41,rezerwacje@hotelqkrakow.pl,stały,***,hotel,"31-342 Kraków, ul. Radzikowskiego 142"
695,ASPEN,774394805,recepcja@hotelaspen.pl,stały,***,hotel,"48-340 Podlesie, Podlesie"
696,CENTURIA,32 678-35-00,recepcja@hotelcenturia.pl,stały,***,hotel,"42-440 Ogrodzieniec, Centuria 1"
697,"""HOTEL 77""",585722777,recepcja@hotel77.pl,stały,***,hotel,"84-120 Chałupy, Kaperska 77"
698,CESARSKIE OGRODY,91-321-02-21,info@cesarskieogrody.pl,stały,***,hotel,"72-600 Świnoujście, Wyspiańskiego 34a"
699,NAD RABĄ,(14) 611-39-93,recepcja@hotelnadraba.pl,stały,***,hotel,"32-700 Bochnia, ul. Proszowska 121"
700,BLUES,32-771-94-35,info@blues-hotel.pl,stały,***,hotel,"41-500 Chorzów, Wolności 15"
701,"""HAMPTON BY HILTON GDAŃSK AIRPORT""",58/882-10-00,gdnap_hampton@hilton.com,stały,***,hotel,"80-298 Gdańsk, Słowackiego"
702,LIBERO,713831390,hotel@hotel-libero.pl,stały,***,hotel,"56-300 Milicz, Kościuszki 2"
703,POD ZŁOTĄ KORONĄ,774562052,korona1@poczta.fm,stały,***,hotel,"45-641 Opole, oświęcimska 136"
704,KUŹNIA SMAKÓW,663943934,biuro@kuzniasmakow.com,stały,***,hotel,"87-207 Małe Pułkowo, 20"
705,GARAGE HOTEL,542363612,,stały,***,hotel,"87-800 Włocławek, Toruńska 113"
706,WARSZAWSKI,(12) 424-21-00,recepcja@hotelwarszawski.pl,stały,***,hotel,"31-154 Kraków, ul. Pawia 4-6"
707,"""KISTON""",607-300-500,kiston@kiston.pl,stały,***,hotel,"83-320 Kistowo, KISTOWO 26"
708,DIAMENT USTROŃ,+48 33 854 33 91,ustron@hotelediament.pl,stały,***,hotel,"43-450 Ustroń, Zdrojowa 3"
709,LAJKONIK,(33) 874-51-00,hotellajkonik@onet.pl,stały,***,hotel,"34-223 Zawoja, Zawoja 1550"
710,OSTANIEC,34 315-50-01,biuro@ ostaniec.com.pl,stały,***,hotel,"42-425 Podlesice, -"
711,AGAT,757173430,recepcja@hotel-agat.pl,stały,***,hotel,"58-580 Szklarska Poręba, 1 Maja 11"
712,TYCJAN,+48 33 86 37 22,info@hotel-tycjan.pl,stały,***,hotel,"34-360 Milówka, Plac Wolności 7"
713,RESTAURACJA ADA,774722121,rezerwacje@hotelada.pl,stały,***,hotel,"47-210 Większyce, Głogowska 1"
714,ALEX,(084) 627 27 11,recepcja@hotel-alex.pl,stały,***,hotel,"22-400 Zamość, Okrzei 32"
715,SIENIAWA PAŁAC HOTEL,166491700,recepcja@palacsieniawa.pl,stały,***,hotel,"37-530 Sieniawa, Kościuszki 32"
716,HOTEL RONDO,532500800,,stały,***,hotel,"87-200 Wąbrzeźno, Mikołaja z Ryńska 11 a"
717,"HOTEL ""VICTORIA""",544124400,recepcja@victoria-hotel.pl,stały,***,hotel,"87-800 Włocławek, Przechodnia 1 B"
718,DUET,(071) 34-10-916,,stały,***,hotel,"50-127 Wrocław, Św. Mikołaja 47-48"
719,CHATA KARCZOWISKA,(076) 844-90-20,karczowiska@chata.dip.pl,stały,***,hotel,"59-307 Raszówka, Karczowiska 4"
720,HOTEL HAMPTON BY HILTON WARSAW AIRPORT,(22) 204-18-00,wawap@port-hotel.com,stały,***,hotel,"02-148 Warszawa, 17-ego Stycznia 39 F"
721,WESOŁA,( 14) 678-62-14,,stały,***,hotel,"33-151 Nowa Jastrząbka, Nowa Jastrząbka 92 A"
722,TARA,41 344-32-01,tara@tara.pl,stały,***,hotel,"25-310 Kielce, Kościuszki 24"
723,PAŃSKA GÓRA,32 6150-150,hotel@panskagora.com.pl,stały,***,hotel,"43-600 Jaworzno, Krakowska 1"
724,PATIO,(071) 37-50-400,marketing@hotelpatio.pl,stały,***,hotel,"50-110 Wrocław, Kiełbaśnicza 24/25"
725,PLANETA,601066566,klubplaneta.ks@gmail.com,stały,***,hotel,"32-250 Charsznica, żarnowiecka 45a"
726,ZAJAZD CELTYCKI,(0 12)251-18-16,zajazdceltycki@wp.pl,stały,***,hotel,"32-003 Zakrzów, Zakrzów 343"
727,WYSOKA,18 471-58-92,wysoka@wysoka.com,stały,***,hotel,"33-380 Krynica-Zdrój, ul. Polna 2"
728,"PAN TADEUSZ""",52360540005,recepcja@hotel-pan-tadeusz.pl,stały,***,hotel,"86-031 Osielsko, Szosa Gdańska 43"
729,PANORAMA,(0 14)610-92-30,biuro@panorama-wisnicz.pl,stały,***,hotel,"32-720 Nowy Wiśnicz, Stary Wiśnicz 508"
730,"""MAJEWSKI""",58/272-26-55,hotel@hotel-majewski.pl,stały,***,hotel,"82-200 Malbork, Daleka 125"
731,HOTEL KUR,89-521-47-00,hotel@hotelkur.pl,stały,***,hotel,"10-189 Olsztyn, Bałtycka 89"
732,HOTEL DOBCZYCE,12 271-38-30,recepcja@jalowcowagora.pl,stały,***,hotel,"32-410 Dobczyce, ul. Jałowcowa 30"
733,JANUSZ,6442472,,stały,***,hotel,"08-110 Siedlce, Pusta 15"
734,KOSMOWSKI,,,stały,***,hotel,"62-300 Września, Wrocławska 43"
735,"""FOCUS""",58/35-00-801,gdansk@hotelfocus.com.pl,stały,***,hotel,"80-718 Gdańsk, Elbląska 85"
736,KASZTELAN,(12) 274-32-66,recepcja@hotelkasztelan.pl,stały,***,hotel,"32-410 Dobczyce, ul. Przedbronie 3"
737,Hotel Batory,618324481,info@batory.poznan.pl,stały,***,hotel,"60-115 Poznań, Leszczyńska 7-13"
738,WENA,713878989,recepcja@hotelwena.pl,stały,***,hotel,"51-180 Psary, GÓWNA 20"
739,AMBER SUITE,730161616,biuro@ambersuite.pl,stały,***,hotel,"72-415 Międzywodzie, Puławska"
740,POD RATUSZEM,438424335,recepcja@hotelpodratuszem.com,stały,***,hotel,"98-300 Wieluń, Królewska 7-9"
741,FADO,095 738-88-00,recepcja@hotelfado.pl,stały,***,hotel,"66-400 Gorzów Wielkopolski, Al. Konstytucji 3 Maja 12"
742,PARK HOTEL,523828330,,stały,***,hotel,"85-011 Tryszczyn, Długa 1"
743,PROMIS,68 362-59-00,info@hotelpromis.pl,stały,***,hotel,"68-212 Jagłowice, Jagłowice 28"
744,HOTEL MASOVIA,87-735-20-90,recepcja@hotelmasovia.pl,stały,***,hotel,"11-500 Giżycko, Dąbrowskiego 8"
745,"""CZTERY BRZOZY""",583090909,hotel@hotelczterybrzozy.pl,stały,***,hotel,"80-180 Kowale, skromna 1"
746,"""GÓRSKI""",58/691-04-80,hotel@hotelgorski.com,stały,***,hotel,"83-000 Pruszcz Gdański, Grunwaldzka 64"
747,KLIMCZAK,43 678-06-53,rejestracja@hotelklimczak.pl,stały,***,hotel,"98-200 Sieradz, Wojska Polskiego 99"
748,HOTEL & RESTURACJA CZTERY PORY ROKU,55-235-15-24,cpr@onet.pl,stały,***,hotel,"11-130 Orneta, Braniewska"
749,CYPRUS,+48 (0-22) 734-,hotel.cyprus@gmail.com,stały,***,hotel,"05-825 Książenice, Mazowiecka 121 A"
750,PREEMIER,(074) 85-85-120,eda@preem.pl,stały,***,hotel,"58-124 Marcinowice, Wrocławska 12"
751,OMEGA HOTEL,89-522-05-00,hotel@omegahotel.pl,stały,***,hotel,"10-802 Olsztyn, Sielska 4a"
752,ASCOT HOTEL,(12) 384-06-06,recepcja@hotelascot.pl,stały,***,hotel,"31-026 Kraków, ul. Radziwiłłowska 3"
753,"""FAHRENHEIT""",58/324-74-00,recepcja@fahrenheit.pl,stały,***,hotel,"80-841 Gdańsk, Grodzka 19"
754,ZBYSZKO,91-431-34-60,biuro@hotelzbyszko.com.pl,stały,***,hotel,"70-783 Szczecin, Rydla 92"
755,CONFERO,774091261,,stały,***,hotel,"48-303 Nysa, Piłsudskiego"
756,SEN,068 475-66-44,Hotelsen@e7.pl,stały,***,hotel,"66-200 Świebodzin, Generała Świerczewskiego 1"
757,HOTEL VILLA,564779853,hotel-villa@wp.pl,stały,***,hotel,"86-300 Grudziądz, Chełmińska 44"
758,"""STARY MALBORK""",0 - 55 647 -,hotel@hotelstarymalbork.com.pl,stały,***,hotel,"82-200 Malbork, 17 Marca 26-27"
759,WIOSNA,(0 18)267-77-77,recepcja@wiosna.net,stały,***,hotel,"34-700 Rabka-Zdrój, ul. Poniatowskiego 54"
760,HUZAR,(81) 53 305 36,huzar@hotelewam.pl,stały,***,hotel,"20-043 Lublin, ul. Spadochroniarzy 9"
761,OŚRODEK SZKOLENIA I PRZYGOTOWAŃ OLIMPIJSKICH W BIATHLONIE,757173612,kontakt@jakuszyce-biathlon.pl,stały,***,hotel,"58-580 Jakuszyce, JAKUSZYCE 7"
762,DOBOSZ,91- 317 52 58,recepcja@dobosz.pl,stały,***,hotel,"72-010 Police, Wróblewskiego 1"
763,PAŁAC,774397553,,stały,***,hotel,"46-113 Jakubowice, 36"
764,HOTEL PAŁAC BURSZTYNOWY,542319100,recepcja@palacbursztynowy.pl,stały,***,hotel,"87-800 Włocławek, Okrężna 21"
765,Posnania,,,stały,***,hotel,"64-412 Łężeczki, Łężeczki"
766,"""STAROMIEJSKI""",0 - 59 842 -,biuro@przymorze.com.pl,stały,***,hotel,"76-200 Słupsk, Jedności Narodowej 4-5"
767,AGIT CONGRESS&SPA,818228122,hotel@agit.com.pl,stały,***,hotel,"20-078 Lublin, wojciechowska 29"
768,"""NIEDZWIADEK""",58/686-13-13,niedzwiadek@niedzwiadek.gda.pl,stały,***,hotel,"83-406 Wdzydze, Wąglikowice"
769,HOTEL KOPCZYŃSKI,89-513-33-13,hotel@hotelkopczynski.pl,stały,***,hotel,"11-040 Dobre Miasto, Orła Białego 18"
770,ARTUR,(12) 651-06-00,hotelartur@hotelartur.pl,stały,***,hotel,"30-837 Kraków, ul. Aleksandry 30"
771,Energetyk,/0-13/ 435-03-1,hoteliwonicz@hotels-energetyk.com.pl,stały,***,hotel,"38-440 Iwonicz-Zdrój, Piwarskiego 26"
772,Stara Stajnia,,,stały,***,hotel,"63-300 Zawidowice, Zawidowice 14g"
773,Hotel 500,618962400,,stały,***,hotel,"62-080 Tarnowo Podgórne, Poznańska 139"
774,HOTEL WELLNESS DWÓR DĘBOWIEC,33-858-85-85,biuro @dwordebowiec.pl,stały,***,hotel,"43-426 Dębowiec, Spółdzielcza 6"
775,CITY PARK BARLINEK,957608450,recepcja@hotel-cityparkbarlinek.pl,stały,***,hotel,"72-320 Barlinek, Rynek 11"
776,GÓRSKO,(12)278-39-27,biuro@hotelgorsko.pl,stały,***,hotel,"32-020 Wieliczka, ul. Górsko 14/16"
777,Hotel IOR,618671168,hotel@ior.poznan.pl,stały,***,hotel,"60-318 Poznań, Miczurina 20 a"
778,WILGA,33-854-33-11,recepcja@wilga-hotel.pl,stały,***,hotel,"43-450 Ustroń, Zdrojowa 7"
779,JAMROZOWA POLANA HOTEL&BROWAR,748667500,recepcja@jamrozowapolana.eu,stały,***,hotel,"57-340 Duszniki-Zdrój, OLIMPIJSKA 1"
780,DWÓR W ZABUŻU HOTEL SPA,83/3598725,,stały,***,hotel,"08-220 Zabuże, Zabuże 40"
781,HOTEL POLSKI POD BIAŁYM ORŁEM,(12) 422-11-44,hotel.polski@podorlem.com.pl,stały,***,hotel,"31-015 Kraków, ul. Pijarska 17"
782,ALMA,95 746-35-5,office@hotelalma.com.pl,stały,***,hotel,"74-320 Barlinek, Strzelecka 6a"
783,IBIS KRAKÓW CENTRUM,(12) 299-33-00,H3710@accor.com,stały,***,hotel,"30-102 Kraków, ul. Syrokomli 2"
784,"PARK HOTEL HALINA PIETRASZEK,UL.KIJOWSKA 20,85-70",523763626,parkhotel@parkhotel.bydgoszcz.pl,stały,***,hotel,"85-211 Bydgoszcz, Wrocławska 3"
785,VILLA SZAMOCIN,226142126,kontakt@villaszamocin.pl,stały,***,hotel,"03-002 Warszawa, Szamocin 28"
786,SOFIA,713460463,marketing@hotelsofia.pl,stały,***,hotel,"50-014 Wrocław, PIŁSUDSKIEGO 104"
787,OTTAVIANO,091/ 321 44 03,,stały,***,hotel,"72-600 Świnoujście, Monte Cassino 3"
788,NAD STARĄ NIDĄ,41 357-24-40,info@hotelnsn.pl,stały,***,hotel,"28-400 Pińczów, Armii Ludowej 4"
789,WILLA POD SKOCZNIĄ,(18)201-46-82,rezerwacja@podskocznia.pl,stały,***,hotel,"34-500 Zakopane, ul. Piłsudskiego 59a"
790,PIOTR,748867421,,stały,***,hotel,"58-371 Boguszów-Gorce, KOŚCIUSZKI 4"
791,PIAST,914144536,warsp@vp.pl,stały,***,hotel,"74-520 Cedynia, Świerczewskiego 2"
792,PANORAMA,"41265-40-37,",hotel.panorama@neostrada.pl,stały,***,hotel,"27-400 Ostrowiec Świętokrzyski, Jędrzejów 84A"
793,MAGNOLIA,41366-79-12,recepcja@hotelmagnolia.pl,stały,***,hotel,"26-052 Bolechowice, Zgórsko 90A"
794,ASPEN,774394805,recepcja@hotelaspen.pl,stały,***,hotel,"48-340 Podlesie, 52"
795,PAŁAC KORONNY,"797586535,6",biuro@palackoronny.pl,stały,***,hotel,"28-330 Świątniki, Śwątniki"
796,"""KARCZMA CHEŁMIŃSKA""",566790605,,stały,***,hotel,"86-200 Chełmno, 22 Stycznia 1b"
797,Atlas,544162626,biuro@hotelatlas.com.pl,stały,***,hotel,"87-720 Ciechocinek, Reymonta 1"
798,HOTEL - RESTAURACJA VARIA,23-697-37-75,hotelvaria@hotelvaria.pl,stały,***,hotel,"13-200 Działdowo, Hallera 30"
799,JAN,943143120,,stały,***,hotel,"76-150 Darłowo, ul. Słowiańska 24"
800,STEFANIA,(0 18)472-51-10,recepcja@hotelstefania.pl,stały,***,hotel,"33-380 Krynica-Zdrój, ul. Piłsudskiego 13"
801,AUTOMOBIL HOTEL,(12) 651-39-30,recepcja@automobilhotel.pl,stały,***,hotel,"30-732 Kraków, ul. Płk. dąbka 13"
802,KAMIENICZKA,76723739296,,stały,***,hotel,"59-220 Legnica, Młynarska 13-16"
803,Hotel Pietrak,523154400,,stały,***,hotel,"62-240 Trzemeszno, Foluska 4"
804,"""CZTERY PORY ROKU""",0 - 58 692 -,info@mcse.com.pl,stały,***,hotel,"83-010 Straszyn, Spacerowa 28"
805,VILLA AURELIA HOTEL&SPA,815014126,hotel@villaaurelia.pl,stały,***,hotel,"24-140 Nałęczów, al.Lipowa 17"
806,ROMA,625017555,,stały,***,hotel,"62-800 Kalisz, chopina 9"
807,ZDROJOWY PRO-VITA,94 355-40-00,biuro@pro-vita.pl,stały,***,hotel,"78-100 Kołobrzeg, Kościuszki 17"
808,U PIETRZAKÓW: MAREK PIETRZAK,227997771,,stały,***,hotel,"05-220 Zielonka, Lipowa 20"
809,PODZAMCZE HOTEL RESTAURACJA,227260066,recepcja@podzamczehotel.pl,stały,***,hotel,"05-530 Góra Kalwaria, wojska polskiego 43"
810,HOTEL SANTA MONICA,87-420-70-57,biuro@hotelsantamonica.pl,stały,***,hotel,"11-730 Mikołajki, Papieża Jana Pawła II 3"
811,ZABAWA,14 678-14-47,recepcja@hotelzabawa.pl,stały,***,hotel,"33-133 Wał-Ruda, Zabawa 9a"
812,PAŁAC ZDUNOWO,23-6619800,,stały,***,hotel,"09-142 Zdunowo, zDUNOWO 50"
813,Hotel Pietrak,523154400,hp-trzemeszno@post.pl,stały,***,hotel,"62-240 Trzemeszno, Foluska 4"
814,"""REJS""",0 - 58 774 -,recepcja@hotel-rejs.pl,stały,***,hotel,"84-120 Władysławowo, Hryniewieckiego 4"
815,Dwór Pan Tadeusz,523247062,restauracja@dworpantadeusz,stały,***,hotel,"86-031 Osielsko, Kąkolowa 2"
816,"""PAŁAC MARYSIEŃKI""",58/535-25-37,sekretariat@zamek-gniew.pl,stały,***,hotel,"83-140 Gniew, Zamkowa 3"
817,HOTEL OLIMP,774362839,olimpbiuro@op.pl,stały,***,hotel,"48-200 Prudnik, Łucznicza 1"
818,HOTEL POZYTON,523290500,pozyton.recepcja@co.bydgoszcz.pl,stały,***,hotel,"85-796 Bydgoszcz, I.Romanowskiej 2"
819,ZABAWA,14 678-14-47,recepcja@hotelzabawa.pl,stały,***,hotel,"33-133 Wał-Ruda, Zabawa 9a"
820,Kuźnia,"052 3213170, 05",hotel@klubkuznia.pl,stały,***,hotel,"85-005 Bydgoszcz, Gdańska 67"
821,SAFIR,618604844,,stały,***,hotel,"60-171 Poznań, Zmigrodzka 41/49"
822,ANTYCZNY DWÓR,178595815,antycznydwor@vp.pl,stały,***,hotel,"36-054 Rudna Mała, -"
823,VILLA BOLESTRASZYCE,739039039,INFO@BOLESTRASZYCE.PL,stały,***,hotel,"37-722 Bolestraszyce, BOLESTRASZYCE 154A"
824,GRYF,48/3655405,,stały,***,hotel,"26-600 Radom, Puławska 8"
825,JESTER,(071) 345 86 00,info@hotel-jester.com,stały,***,hotel,"51-427 Wrocław, Kowalska 63"
826,ZIELONY ZAKĄTEK,+ 48 607-092-3,zielonyzakatek@wp.pl,stały,***,hotel,"07-411 Susk Stary, Susk Stary 10"
827,JAKUB SOBIESKI,713014180,jadrom@op.pl,stały,***,hotel,"55-200 Oława, ŚW.ROCHA 1"
828,ATRIA,(91) 43 11 11,aleksandra.jelinska@neostrada.pl,stały,***,hotel,"72-100 Goleniów, żółwia 1i"
829,TWIERDZA,(12) 285-08-08,hotel@twierdza.com.pl,stały,***,hotel,"32-087 Zielonki, ul. Do Fortu 8"
830,"""NA SKARPIE""",52/334-13-30,naskarpie@naskarpie.eu,stały,***,hotel,"89-606 Charzykowy, Bytowska 2"
831,CENTRUM BANKIETOWO-KONFERENCUJNE KORONA PALACE,423070590,kontakt@korana-palace.pl,stały,***,hotel,"95-043 Leźnica Wielka, oSIEDLE 18"
832,Hotel Royal,618582300,royal@hotel-royal.com.pl,stały,***,hotel,"61-808 Poznań, Św. Marcin 71"
833,Wodnik,,,stały,***,hotel,"63-700 Krotoszyn, Raszkowwska 78a"
834,SILFOR PREMIUM EUROPEJSKI,717721000,recepcja@silfor.pl,stały,***,hotel,"50-017 Wrocław, PIŁSUDSKIEGO 88"
835,PIWNICA RYCERSKA,(33) 845-25-05,poczta@rycerska.pl,stały,***,hotel,"32-650 Kęty, Rynek 8"
836,CAMPANILE STARE MIASTO,(071) 326-78-00,WROCLAW@CAMPANILE.COM,stały,***,hotel,"50-201 Wrocław, W. Jagiełły 7"
837,WIELOPOLE,(12 )422-14-75,office@wielopole.pl,stały,***,hotel,"31-072 Kraków, ul. Wielopole 3"
838,AQUA,(076) 74-62-888,,stały,***,hotel,"59-100 Polkowice, Młyńska 6"
839,METRO,(074) 811 92 00,info@hotelmetro.pl,stały,***,hotel,"57-300 Kłodzko, Boguszyn 79 B"
840,KOLUMNAPARK,0-43 677-27-27,,stały,***,hotel,"95-082 Przygoń, Hotelowa 1, p-ta Dobroń"
841,SOLINA SPA,134618031,recepcja@hotelsolina.eu,stały,***,hotel,"38-623 Myczkowce, Myczkowce"
842,GÓRSKI,0-44 616-44-34,recepcja@hotel-gorski.net,stały,***,hotel,"97-320 Proszenie, p-ta Wolbórz"
843,HOTEL RUBBENS,566631440,darek@kaskada.torun.komp.pl,stały,***,hotel,"87-148 Łysomice, Toruńska 10 a"
844,BRISTOL,"41 368-24-60,",hotel@bristol.kielce.pl,stały,***,hotel,"25-007 Kielce, Sienkiewicza 21"
845,Pałac Wolsztyn,,,stały,***,hotel,"64-200 Wolsztyn, Drzymały 4"
846,HOTEL KALCHEM,564935251,hotel@kalchem.com.pl,stały,***,hotel,"87-313 Brzozie, brzozie 157"
847,"""RADOCZA PARK"" HOTEL ACTIVE & SPA",(33) 873-49-10,recepcja@radoczapark.pl,stały,***,hotel,"34-100 Radocza, ul. parkowa 1"
848,PAŁACYK,768620444,,stały,***,hotel,"59-220 Legnica, Kościuszki 37"
849,"HOTEL ""LAWORTA""",602669774,info@laworta.pl,stały,***,hotel,"38-700 Ustrzyki Dolne, Nadgórska 107"
850,DWOREK ZA LASEM,43 829-58-83,kontakt@dworekzalasem.pl,stały,***,hotel,"98-290 Włyń, Włyń 9a"
851,PORTOFINO,542330555,hotel@portofino.com.pl,stały,***,hotel,"87-800 Włocławek, Kazimierza Wielkiego 4E"
852,STODÓŁKA,413034690,rezerwacja@hotelmiedzianagora.pl,stały,***,hotel,"26-085 Ćmińsk, Świętokrzyska 89"
853,ORBITA,(071) 350-10-20,,stały,***,hotel,"54-239 Wrocław, Wejherowska 2"
854,LUXOR,887175175,biuro@hotelluxor.pl,stały,***,hotel,"20-284 Lublin, warszawska 175 a"
855,"HOTEL ""IKAR""",523668000,recepcja@hotel-ikar.pl,stały,***,hotel,"85-312 Bydgoszcz, Szubińska 32"
856,SPORT HOTEL,0-44 632-13-25,sport@hotel.pl,stały,***,hotel,"97-400 Bełchatów, 1-go Maja 63"
857,CYKADA,564743169,biuro@zajazd-cykada.pl,stały,***,hotel,"87-313 Brzozie, Jajkowo 51"
858,CHOJNIK,(075) 762-12-11,,stały,***,hotel,"58-562 Podgórzyn, Zachełmie 24"
859,KSIĄŻĘCY,767224466,,stały,***,hotel,"59-220 Legnica, DWORCOWA 9"
860,VILLA PARK,256323003,villapark@hotel.siedlce.pl,stały,***,hotel,"08-110 Siedlce, nauczycielska 12"
861,DWÓR CHOTYNIA,+ 48 025 684 83,dwor@chotynia.pl,stały,***,hotel,"08-460 Sobolew, Chotynia 96"
862,GAL,(14) 688-99-32,,stały,***,hotel,"33-100 Tarnów, dworcowa 5"
863,POD KOGUTKIEM,(12) 273-11-58,hotel@podkogutkiem.com,stały,***,hotel,"32-442 Krzywaczka, Krzywaczka 7"
864,SANATORIUM UZDROWISKOWE RYBNICZANKA,91-321-45-32,rybniczanka@nat.pl,stały,***,hotel,"72-600 Świnoujście, Kasprowicza 14"
865,HOTEL IBIS WARSZAWA REDUTA,225722500,h7125@accor.com,stały,***,hotel,"02-366 Warszawa, Bitwy warszawskiej 1920 r. 16"
866,IBIS WROCŁAW CENTRUM,713445925,,stały,***,hotel,"53-332 Wrocław, Powstańców Śląskich 7b"
867,OLENDER,566220606,marketing@olender.info,stały,***,hotel,"87-400 Wielka Nieszawka, Toruńska 34/40"
868,HELLON,713172429,info@hotel.hellon.com.pl,stały,***,hotel,"55-300 Środa Śląska, WROCŁAWSKA 86"
869,"""KOZI GRÓD""",586920780,jola@kozigrod.pl,stały,***,hotel,"83-047 Pomlewo, Leśników 3"
870,"""ZONG HUA""",58/550 -20-20,rezerwacja@hotelchinski.pl,stały,***,hotel,"81-769 Sopot, Al. Wojska Polskiego 1"
871,WODNIK,(071)34-33-667,,stały,***,hotel,"50-421 Wrocław, Na Grobli 28"
872,PORTO,447381654,recepcja@hotelport.com.pl,stały,***,hotel,"97-500 Radomsko, PORTOWA 14-20"
873,"""LIVAL""",0 - 58 52 -,info@hotel-lival.pl,stały,***,hotel,"80-512 Gdańsk, Młodzieży Polskiej 10-12"
874,JAGIEŁŁO,846962069,hotel-jagiello@wp.pl,stały,***,hotel,"22-500 Hrubieszów, grabowiecka 20"
875,SEVEN,627644343,info@hotelseven.pl,stały,***,hotel,"62-800 Kalisz, częstochowska 77"
876,HOTEL AUSTERIA CONFERENCE &SPA,542317000,recepcja@hotelausteria.pl,stały,***,hotel,"87-720 Ciechocinek, Bema 32"
877,"""JANTAR""",598144093,biuro@jantar.ustka.pl,stały,***,hotel,"76-270 Ustka, Wczasowa 14"
878,PIAST - ROMAN,(074) 852-13-93,recepcja@hotel-piast-roman.pl,stały,***,hotel,"58-100 Świdnica, Kotlarska 11"
879,HOTEL RUDNIK,056 4623745 4,rezerwacje@hotelrudnik.pl,stały,***,hotel,"86-300 Grudziądz, Miła 2"
880,HOTEL AUTOS,523876666,restauracja@autos.com.pl,stały,***,hotel,"86-050 Solec Kujawski, Powstańców 19"
881,Novotel Malta,,,stały,***,hotel,"61-028 Poznań, Warszawska 64/66"
882,NEST,,,stały,***,hotel,"62-200 Gniezno, JanaII Sobieskiego 20"
883,HOTEL AUSTERIA CONFERENCE &SPA,542317000,recepcja@hotelausteria.pl,stały,***,hotel,"87-720 Ciechocinek, Bema 32"
884,FOCUS KATOWICE CHORZÓW,+48 32 707 45 8,CHORZOW@FOCUSHOTELS.PL,stały,***,hotel,"41-506 Chorzów, Armii Krajowej 15"
885,"""SPICHRZ""",58/694-03-55,recepcja@borcz.com.pl,stały,***,hotel,"83-312 Hopowo, Borcz 4"
886,U MARII,"(95) 736-66-56,",hotel@umarii.pl,stały,***,hotel,"66-400 Gorzów Wielkopolski, Walczaka 8"
887,STARE MIASTO,616636242,rezerwacja@hotelstaremiasto.pl,stały,***,hotel,"61-884 Poznań, Rybaki 36"
888,ZIELONA WERANDA,"043 842-88-37,",info@zielonaweranda.com.pl,stały,***,hotel,"98-300 Widoradz, p-ta Wieluń"
889,ZAJAZD ZŁOTA PODKOWA,566838010,recepcja@zajazdzlotapodkowa.pl,stały,***,hotel,"87-400 Wrocki, Wrocki 84"
890,HOTEL UZDROWISKOWY ST. GEORGE,542530000,info@st.-george.pl,stały,***,hotel,"87-720 Ciechocinek, Wojska Polskiego 2"
891,Przy Oślej Bramie,,,stały,***,hotel,"58-300 Wałbrzych, Piastów Śląskich 1"
892,ZAJAZD FOLKLOR,833119247,info@zajazdfolklor.pl,stały,***,hotel,"21-560 Rogoźniczka, rogoźniczka 25"
893,MAXYMILIAN,(94) 354-00-12,,stały,***,hotel,"78-100 Kołobrzeg, Borzymowskiego 3-4"
894,Bast,052-357-20-24 d,bast@hotelbast.pl,stały,***,hotel,"88-100 Inowrocław, Królowej Jadwigi 35"
895,HOTEL CAMPANILE,52 586-20-00,bydgoszcz@campanile.com,stały,***,hotel,"85-027 Bydgoszcz, Jagiellońska 59"
896,WIŚNIEWSKI,413518444,hotel@zajazdwisniewskich.com,stały,***,hotel,"28-520 Kraśniów, Kraśniów"
897,BOROWIECKI,42 288-01-00,recepcja@hotelborowiecki.pl,stały,***,hotel,"91-078 Łódź, Kasprzaka 7/9"
898,ARKADIA,713035656,biuro@arkadiahotel.com.pl,stały,***,hotel,"55-220 Jelcz-Laskowice, ZACHODNIA 12"
899,HOTEL GROMAN,22 720-25-25,hotel@groman.pl,stały,***,hotel,"05-090 Sękocin Stary, Al. Krakowska 76"
900,POD WIERZBĄ,748578144,,stały,***,hotel,"58-100 Świdnica, CZĘSTOCHOWSKA 1"
901,VICTORIA,091/ 43 43 855,,stały,***,hotel,"70-207 Szczecin, pl. Batorego 2"
